央视频道,#genre#
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8
CBA体育,http://live-cmvideo.cmread.com:80/migu/lunbo/cba/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=261360ecdd41429ba089515be68c33d9
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级体育,,https://epg.pw/stream/b5b459fdf6a6a42903675a6e0b7dea1a98b65b4821289b293c9676167fa75c74.m3u8


戏曲频道,#genre#
龙华戏剧,http://211.72.65.236:8549/.m3u8
龙华戏剧,http://50.7.238.114:8278/lunghuaxiju_twn/playlist.m3u8?tid=MF2F2793524427935244&ct=19249&tsum=db1ef83fbbbae9a364979295fd690f7d
龙华戏剧,http://litv.zapi.us.kg/?id=litv-longturn18
龙华戏剧,http://50.7.234.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧,http://198.16.100.90:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立戏剧,http://198.16.100.90:8278/sanlixiju_twn/playlist.m3u8?tid=MCFC5174201151742011&ct=19193&tsum=27477ddeec029345da276c2c903f09c2
三立戏剧,http://198.16.100.90:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立戏剧,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立戏剧,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59
曲剧刘公案,http://gcw.bdcdn.shoujiduoduo.com/v/190429/2ef6445a1215cf06049cac61d72f201e.mp4
曲剧十八哭,http://gcw.bdcdn.shoujiduoduo.com/v/190304/7dc7811188639217fb8299804021325f.mp4
曲剧四郎探母,http://gcw.bdcdn.shoujiduoduo.com/v/191208/1aef74e8889ab9199f60927ac66b0885.mp4
曲剧四郎探母,http://gcw.bdcdn.shoujiduoduo.com/v/190218/c981286b5772c5c5351b202973680264.mp4
曲剧李豁子做梦,http://gcw.bdcdn.shoujiduoduo.com/v/191208/d1a3c9f90719f7eebdafd964b7bcb8f8.mp4
曲剧桑林收子,http://gcw.bdcdn.shoujiduoduo.com/v/190617/2282c7e70fc99fe1e7e065e32b1ab2b9.mp4
曲剧王华买爹,http://gcw.bdcdn.shoujiduoduo.com/v/190902/19ce2ae8133857ae7ffc2dbe0c674a3b.mp4
曲剧背靴访帅,http://gcw.bdcdn.shoujiduoduo.com/v/200831/2d7d5874b132f83b8f6d7c2e24ee3cdf.mp4
曲剧风雪配,http://gcw.bdcdn.shoujiduoduo.com/v/190702/3e371e8c94d2e1070319298ce2f9c2b7.mp4
梨园频道,http://121.24.98.154:8090/hls/45/index.m3u8
梨园频道,http://121.24.98.232:8090/hls/45/index.m3u8
梨园频道,http://123.180.177.20:16000/udp/239.253.93.133:6441
梨园频道,http://221.196.136.66:1/udp/225.1.2.104:5002
戏曲,http://14.135.72.70:8888/rtp/239.121.4.187:9106



全球频道,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
半岛,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8

港澳频道,#genre#
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰资讯,https://dl.zhoujie218.top/new/fhx.php?id=fhzx
凤凰中文,https://dl.zhoujie218.top/new/fhx.php?id=fhzw
凤凰香港,https://dl.zhoujie218.top/new/fhx.php?id=fhhk
TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
凤凰中文,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰中文,https://stream1.freetv.fun/16bc0b847b4c0a5a1a8645fc01576a0a28d5d8667bad711c48e5d80d12d2d329.ctv
凤凰资讯,https://stream1.freetv.fun/2a72335a63dd0749c5a32d1bf1b0c001a81a26cc81d7e94534791d36f2c87d7d.ctv
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
莲花卫视,http://php.jdshipin.com:8880/amlh.php
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
Plus即时频道,http://libof.kesx.top/live/5658kwkojtz.m3u8
Plus即时频道,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
Plus即时频道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
凤凰卫视频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
无线翡翠频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽频粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
无线功夫频道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
无线生活频道,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist_w102.m3u8
无线生活频道,http://205.185.123.236:8899/tvb/Finance/stream.m3u8
无线星河频国,http://205.185.123.236:8899/tvb/xinghe/stream.m3u8
无线星河频粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线星河频道,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典频道,http://205.185.123.236:8899/astro/qianxi/stream.m3u8
千禧经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
Now爆谷频道,http://205.185.123.236:8899/1/baogutai/stream.m3u8
Now星影频道,http://205.185.123.236:8899/1/now/stream.m3u8
美亚频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
动作频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
家庭影院频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
高清频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy
RTHK-31频陆,p3p://108.181.32.169:26410/64101f330006ab429853d45f7940453b
RTHK-32频陆,p3p://108.181.32.169:26410/641020b00001b8599859a360613572d7
RTHK-33频道,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34频道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35频道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港面包频道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港_C+_频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8

咪咕直播,#genre#
咪咕直播-1,http://111.13.111.242/000000001000/3000000001000005969/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-2,http://111.13.111.242/000000001000/3000000010000005837/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-3,http://111.13.111.242/000000001000/3000000010000006077/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-4,http://111.13.111.242/000000001000/3000000010000006658/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=


电影轮播,#genre#
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
星爷影院,http://maomao.kandiantv.cn/douyu1.php?id=508118
恐怖惊悚,http://maomao.kandiantv.cn/douyu1.php?id=96577
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
邵氏影院,http://maomao.kandiantv.cn/douyu1.php?id=4246519
周星星,http://120.77.28.4:8648/huya.php?id=11336587
小鬼头,http://120.77.28.4:8648/huya.php?id=11352963
刘德华,http://120.77.28.4:8648/huya.php?id=11342424
许冠英,http://120.77.28.4:8648/huya.php?id=11601972
李连杰,http://120.77.28.4:8648/huya.php?id=11342390
甄子丹,http://120.77.28.4:8648/huya.php?id=11352935
星爷,http://120.77.28.4:8648/huya.php?id=11342412
英叔,http://120.77.28.4:8648/huya.php?id=11342421
成龙,http://120.77.28.4:8648/huya.php?id=11342386
王晶,http://120.77.28.4:8648/huya.php?id=11602058
沈腾,http://120.77.28.4:8648/huya.php?id=11601968
黄渤,http://120.77.28.4:8648/huya.php?id=11352876
吴京,http://120.77.28.4:8648/huya.php?id=11602041
强森,http://120.77.28.4:8648/huya.php?id=21059581
怪兽,http://120.77.28.4:8648/huya.php?id=21059577
武侠,http://120.77.28.4:8648/huya.php?id=11342427
罪犯,http://120.77.28.4:8648/huya.php?id=11352962
枪战,http://120.77.28.4:8648/huya.php?id=21059579
盗墓,http://120.77.28.4:8648/huya.php?id=21059552
贺岁,http://120.77.28.4:8648/huya.php?id=11601971
玄幻,http://120.77.28.4:8648/huya.php?id=11342414
喜剧,http://120.77.28.4:8648/huya.php?id=11352877
港片,http://120.77.28.4:8648/huya.php?id=11602043
喜剧专场,http://120.77.28.4:8648/huya.php?id=11602044
高分动作,http://120.77.28.4:8648/huya.php?id=11352884
黑帮斗争,http://120.77.28.4:8648/huya.php?id=11342419
女神系列,http://120.77.28.4:8648/huya.php?id=11336571
经典女神,http://120.77.28.4:8648/huya.php?id=11352909
许氏三杰,http://120.77.28.4:8648/huya.php?id=11602033
经典港片,http://120.77.28.4:8648/huya.php?id=11352965
镖行天下,http://120.77.28.4:8648/huya.php?id=11352969
搞笑恐怖,http://120.77.28.4:8648/huya.php?id=11601960
死神来了,http://120.77.28.4:8648/huya.php?id=11352903
_发哥,http://120.77.28.4:8648/huya.php?id=11342387
_漫威,http://120.77.28.4:8648/huya.php?id=11602034
_宇宙,http://120.77.28.4:8648/huya.php?id=11342428
_警匪,http://120.77.28.4:8648/huya.php?id=11352886
_海盗,http://120.77.28.4:8648/huya.php?id=21059595
_赛车,http://120.77.28.4:8648/huya.php?id=11279247
_救援,http://120.77.28.4:8648/huya.php?id=21059594
_热血,http://120.77.28.4:8648/huya.php?id=11352934
_战,http://120.77.28.4:8648/huya.php?id=21059585
_洪金宝,http://120.77.28.4:8648/huya.php?id=11279251
_梁家辉,http://120.77.28.4:8648/huya.php?id=11342429
_斯坦森,http://120.77.28.4:8648/huya.php?id=21059588
_蜘蛛侠,http://120.77.28.4:8648/huya.php?id=21059599
_功夫片,http://120.77.28.4:8648/huya.php?id=11352941
_黑帮片,http://120.77.28.4:8648/huya.php?id=11336719
_灾难片,http://120.77.28.4:8648/huya.php?id=11602075
_战争片,http://120.77.28.4:8648/huya.php?id=21059574
_古装片,http://120.77.28.4:8648/huya.php?id=11336590
_动作,http://120.77.28.4:8648/huya.php?id=11602077
_搞笑喜剧,http://120.77.28.4:8648/huya.php?id=11342423
_欢笑影院,http://120.77.28.4:8648/huya.php?id=11352894
_国产悬疑,http://120.77.28.4:8648/huya.php?id=11342395
_快意江湖,http://120.77.28.4:8648/huya.php?id=11342435
_喜乐影院,http://120.77.28.4:8648/huya.php?id=21059580
_怪兽系列,http://120.77.28.4:8648/huya.php?id=21059554
_发哥,http://120.77.28.4:8648/huya.php?id=11342387
_漫威,http://120.77.28.4:8648/huya.php?id=11602034
_宇宙,http://120.77.28.4:8648/huya.php?id=11342428
_警匪,http://120.77.28.4:8648/huya.php?id=11352886
_海盗,http://120.77.28.4:8648/huya.php?id=21059595
_赛车,http://120.77.28.4:8648/huya.php?id=11279247
_救援,http://120.77.28.4:8648/huya.php?id=21059594
_热血,http://120.77.28.4:8648/huya.php?id=11352934
豆瓣高分,http://huanqiuzhibo.cn/manifest/douyu.php?id=8770422
古惑仔,http://120.77.28.4:8648/yy.php?id=1354507447
经典港片,http://120.77.28.4:8648/yy.php?id=1355263385
沈腾,http://120.77.28.4:8648/yy.php?id=1354936191
刘德华,http://120.77.28.4:8648/yy.php?id=1382745111
周星驰,http://120.77.28.4:8648/yy.php?id=1354658049
周润发,http://120.77.28.4:8648/yy.php?id=1354930961
港片,http://120.77.28.4:8648/yy.php?id=1355076627
邵氏影院,http://120.77.28.4:8648/douyu.php?id=4246519
华语经典,http://120.77.28.4:8648/douyu.php?id=434971
漫威影片,http://120.77.28.4:8648/douyu.php?id=6140589
华语,http://120.77.28.4:8648/douyu.php?id=3928
喜剧,http://120.77.28.4:8648/douyu.php?id=9292492
画江湖之不良帅,https://v.cdnlz11.com/20240111/19241_3af8d963/2000k/hls/mixed.m3u8

